query_id,query,primary_category,secondary_category,ttl_policy,domain,cached_answer,is_hallucination,confidence_score,overlap_flag
CACHE_073,What are the key features of PostgreSQL 16?,Slow-Moving,,30_days,Tech,"PostgreSQL 16 (released September 2023) introduced logical replication from standbys, improved parallel query execution, new SQL/JSON functions (JSON_TABLE, JSON_QUERY), and better developer experience through more informative error messages. Performance improvements include better use of parallel workers for aggregate functions and window functions. It also introduced more granular permissions for pg_hba.conf management.",False,0.88,No
CACHE_074,What is FMLA and what are its requirements?,Slow-Moving,Legal,30_days,Legal,"The Family and Medical Leave Act (FMLA, 1993) entitles eligible employees of covered employers to take up to 12 weeks of unpaid, job-protected leave per year for specified family and medical reasons, including the birth of a child, caring for a family member with a serious health condition, or the employee's own serious health condition. To be eligible, an employee must have worked for the employer for at least 12 months and 1,250 hours in the past year.",False,0.93,Yes
CACHE_075,What are the current WHO guidelines for antibiotic use?,Slow-Moving,Medical,30_days,Medical,"The WHO's AWaRe (Access, Watch, Reserve) classification guides antibiotic use to combat antimicrobial resistance. 'Access' antibiotics are first-line treatments for common infections; 'Watch' antibiotics are recommended only for specific conditions; 'Reserve' antibiotics are last-resort drugs for multidrug-resistant infections. The WHO recommends prescribing the narrowest-spectrum agent effective against the target pathogen and completing full courses to prevent resistance.",False,0.92,Yes
CACHE_076,What is the CAN-SPAM Act?,Slow-Moving,Legal,30_days,Legal/Tech,"The CAN-SPAM Act (2003) establishes requirements for commercial email in the US. Senders must not use deceptive headers or subject lines, must identify the message as an ad, include a valid physical postal address, provide a clear opt-out mechanism, and honor opt-out requests within 10 business days. Penalties for violations can reach $51,744 per email. The FTC enforces the act and periodically updates penalty amounts.",False,0.93,Yes
CACHE_077,What is the Basel III framework for banks?,Slow-Moving,Legal,30_days,Legal/Finance,"Basel III is an international regulatory framework developed by the Basel Committee on Banking Supervision in response to the 2007–2008 financial crisis. It requires banks to hold more and higher-quality capital (Common Equity Tier 1 ratio of at least 4.5%), maintain liquidity buffers (LCR and NSFR), and comply with leverage ratio requirements. The final phase (Basel III Endgame) is being implemented by major economies through 2028.",False,0.93,Yes
CACHE_078,What are the requirements for WCAG 2.1 AA accessibility compliance?,Slow-Moving,Legal,30_days,Legal/Tech,"WCAG 2.1 Level AA requires websites to meet criteria across four principles: Perceivable (content must be available to all senses), Operable (all functionality accessible via keyboard), Understandable (content and UI must be clear), and Robust (compatible with assistive technologies). Key AA requirements include minimum contrast ratios (4.5:1 for text), captions for live audio, and no content that flashes more than three times per second.",False,0.92,Yes
CACHE_079,What are the key features of Docker Compose v2?,Slow-Moving,,30_days,Tech,"Docker Compose V2 (integrated into the Docker CLI as 'docker compose') replaced the standalone V1 Python tool. It uses the Compose specification as its standard, supports profiles for selective service activation, secrets management, and improved compatibility with Docker Desktop. V2 also improved performance through parallel service startup, better support for multi-platform builds, and enhanced watch mode for development workflows.",False,0.88,No
CACHE_080,What does the Clean Air Act require of industrial facilities?,Slow-Moving,Legal,30_days,Legal,"The Clean Air Act (CAA) requires major industrial facilities to obtain permits and meet emission standards for criteria pollutants (e.g., NO₂, SO₂, particulate matter) and hazardous air pollutants (HAPs). New sources must apply Best Available Control Technology (BACT). The EPA sets National Ambient Air Quality Standards (NAAQS) that states must achieve through State Implementation Plans (SIPs).",False,0.93,Yes
CACHE_081,What are the data localization requirements in Russia's Federal Law No. 242-FZ?,Slow-Moving,Legal,30_days,Legal/Tech,"Russia's Federal Law No. 242-FZ requires that personal data of Russian citizens be stored and processed on servers physically located within Russian territory. Companies collecting Russian citizens' data — including foreign entities — must comply or risk being blocked in Russia. Roskomnadzor, the data protection regulator, maintains a register of violators and has blocked major platforms for non-compliance.",False,0.91,Yes
CACHE_082,What are the key provisions of the Fair Labor Standards Act (FLSA)?,Slow-Moving,Legal,30_days,Legal,"The FLSA establishes the federal minimum wage, overtime pay (1.5x regular rate for hours over 40/week), recordkeeping requirements, and child labor standards. It applies to employees of enterprises with $500K+ in annual revenue or engaged in interstate commerce. The Department of Labor enforces the FLSA and can recover back wages and assess civil penalties.",False,0.93,Yes
CACHE_083,What is the NIST Cybersecurity Framework?,Slow-Moving,,30_days,Tech,"The NIST CSF provides a policy framework of computer security guidance for private sector organizations, organized around five core functions: Identify, Protect, Detect, Respond, and Recover. Version 2.0 (2024) added a Govern function and expanded applicability beyond critical infrastructure. It is widely adopted voluntarily and referenced in federal cybersecurity mandates.",False,0.92,No
CACHE_084,What are the requirements for SOC 2 compliance?,Slow-Moving,,30_days,Tech,"SOC 2 is an auditing framework developed by the AICPA assessing service organizations' controls related to Trust Services Criteria: Security, Availability, Processing Integrity, Confidentiality, and Privacy. A Type I report assesses design of controls at a point in time; Type II covers operating effectiveness over 6–12 months. SOC 2 is mandatory for many SaaS companies selling to enterprises.",False,0.93,No
CACHE_085,What is the Electronic Communications Privacy Act (ECPA)?,Slow-Moving,Legal,30_days,Legal/Tech,"The ECPA (1986) governs government access to electronic communications and stored data. It covers wiretapping (Title I), pen registers (Title II), and stored communications (Title III — the Stored Communications Act). It requires law enforcement to obtain warrants or court orders to access emails, stored files, and other digital communications. Courts have interpreted it inconsistently given technological changes.",False,0.92,Yes
CACHE_086,What are the key features of Java 21 LTS?,Slow-Moving,,30_days,Tech,"Java 21 (LTS, September 2023) introduced virtual threads (Project Loom, making concurrent programming much simpler), sequenced collections, record patterns, and preview features for string templates and unnamed classes. Virtual threads are lightweight and can scale to millions of concurrent tasks, enabling high-throughput server applications without complex async programming patterns.",False,0.88,No
CACHE_087,What is the Health Information Technology for Economic and Clinical Health (HITECH) Act?,Slow-Moving,Medical,30_days,Medical/Legal,"HITECH (2009) expanded HIPAA's scope by imposing direct liability on business associates, increasing penalties for violations, and creating the Breach Notification Rule requiring covered entities and business associates to notify HHS, media, and affected individuals of breaches. It also promoted meaningful use of electronic health records through financial incentives and established the ONC to coordinate health IT policy.",False,0.93,Yes
CACHE_088,What is the EU's Digital Markets Act?,Slow-Moving,Legal,30_days,Legal/Tech,"The Digital Markets Act (DMA, 2022) designates large platform companies as 'gatekeepers' and imposes obligations to ensure fair and contestable digital markets. Gatekeepers must allow third-party app stores, ensure interoperability, share certain data with business users, and not self-preference their own services. Apple, Google, Meta, Amazon, Microsoft, and ByteDance have been designated as gatekeepers.",False,0.93,Yes
CACHE_089,What is Terraform and how does it work?,Slow-Moving,,30_days,Tech,Terraform is an open-source Infrastructure as Code (IaC) tool by HashiCorp that allows users to define and provision cloud infrastructure using a declarative configuration language (HCL). It maintains a state file to track the real-world state of managed resources and applies plans to bring infrastructure to the desired state. Terraform supports hundreds of cloud providers through a plugin-based provider system.,False,0.92,No
CACHE_090,What does the Drug Enforcement Administration (DEA) schedule system classify?,Slow-Moving,Medical,30_days,Medical/Legal,"The DEA's controlled substances schedules (I–V) classify drugs based on medical use and potential for abuse. Schedule I drugs (e.g., heroin, LSD) have no accepted medical use and high abuse potential; Schedule II (e.g., oxycodone, fentanyl) have accepted use but high abuse potential. Prescribers must be DEA-registered to prescribe controlled substances, with stricter requirements for higher schedules.",False,0.93,Yes
CACHE_091,What are the current requirements under the Dodd-Frank Wall Street Reform Act for derivatives?,Slow-Moving,Legal,30_days,Legal/Finance,"Dodd-Frank (2010) requires that most standardized over-the-counter (OTC) derivatives be cleared through central counterparties (CCPs) and traded on registered exchanges or swap execution facilities. Swap dealers must register with the CFTC or SEC, comply with margin requirements, and report transactions to swap data repositories. These requirements aim to reduce systemic risk and improve market transparency.",False,0.93,Yes
CACHE_092,What is GraphQL and how does it differ from REST?,Slow-Moving,,30_days,Tech,"GraphQL is a query language and runtime for APIs that allows clients to request exactly the data they need in a single request. Unlike REST, which has fixed endpoints returning fixed data structures, GraphQL exposes a single endpoint where clients define the shape of the response. It supports queries (reads), mutations (writes), and subscriptions (real-time updates). Developed by Facebook and open-sourced in 2015.",False,0.92,No
CACHE_093,What is the US Foreign Corrupt Practices Act (FCPA)?,Slow-Moving,Legal,30_days,Legal,The FCPA (1977) prohibits US persons and companies (and foreign companies listed on US exchanges) from bribing foreign government officials to obtain or retain business. It has two main components: the anti-bribery provisions and the accounting provisions requiring accurate books and internal controls. The DOJ and SEC jointly enforce the FCPA with significant civil and criminal penalties.,False,0.93,No
CACHE_094,What are the requirements under the Mental Health Parity and Addiction Equity Act?,Slow-Moving,Medical,30_days,Medical/Legal,"MHPAEA (2008) requires that mental health and substance use disorder benefits be no more restrictive than the comparable medical/surgical benefits in the same insurance plan. This applies to treatment limitations (quantitative and non-quantitative), financial requirements, and the adequacy of provider networks. The law applies to employer-sponsored plans with 50+ employees and was expanded by the ACA and 2021 CAA.",False,0.93,Yes
CACHE_095,What is WebAssembly (WASM)?,Slow-Moving,,30_days,Tech,"WebAssembly is a binary instruction format for a stack-based virtual machine, designed as a portable compilation target for languages like C, C++, and Rust. It enables near-native performance in web browsers alongside JavaScript. WASI (WebAssembly System Interface) extends WASM to server-side and edge computing environments, enabling portable, sandboxed execution across platforms.",False,0.92,No
CACHE_096,What does the Anti-Money Laundering (AML) framework require of financial institutions?,Slow-Moving,Legal,30_days,Legal/Finance,"AML regulations require financial institutions to implement Know Your Customer (KYC) programs, monitor transactions for suspicious activity, file Suspicious Activity Reports (SARs) with FinCEN, and maintain Customer Due Diligence (CDD) programs for beneficial ownership. The Bank Secrecy Act (BSA) is the primary US AML law, enforced by FinCEN and banking regulators. Violations can result in substantial civil and criminal penalties.",False,0.93,Yes
CACHE_097,What are the current regulations governing autonomous vehicles in the US?,Slow-Moving,Legal,30_days,Legal/Tech,"US autonomous vehicle regulation remains fragmented, primarily at the state level, as federal legislation has not been enacted. Over 40 states have passed AV-related laws. The NHTSA issues voluntary guidance documents (e.g., Automated Vehicles 4.0) but has not issued binding federal AV safety standards. States like California, Texas, and Arizona have the most developed AV testing and deployment frameworks.",False,0.91,Yes
CACHE_098,What is the MITRE ATT&CK framework?,Slow-Moving,,30_days,Tech,"MITRE ATT&CK is a globally accessible knowledge base of adversary tactics, techniques, and procedures (TTPs) based on real-world observations of cyberattacks. It is organized into matrices for Enterprise, Mobile, and ICS environments. Security teams use it for threat intelligence, red team planning, detection engineering, and security gap analysis. It is maintained by MITRE Corporation and updated regularly.",False,0.92,No
CACHE_099,What are the key requirements of the NYDFS Cybersecurity Regulation (23 NYCRR 500)?,Slow-Moving,Legal,30_days,Legal/Tech,"New York's DFS cybersecurity regulation requires covered financial entities to maintain a cybersecurity program, implement multi-factor authentication, conduct penetration testing, have a CISO, maintain audit logs, and report material cybersecurity events within 72 hours. As amended in 2023, the rules added requirements for larger companies including annual CISO board reporting and specific governance obligations.",False,0.93,Yes
CACHE_100,What is the Children's Online Privacy Protection Act (COPPA)?,Slow-Moving,Legal,30_days,Legal/Tech,"COPPA (1998, updated 2013) requires operators of websites and online services directed to children under 13 — and operators who knowingly collect data from children under 13 — to obtain verifiable parental consent before collecting, using, or disclosing personal information. Operators must also post a clear privacy policy, allow parents to review/delete data, and maintain security for children's data. The FTC enforces COPPA with fines up to $51,744 per violation.",False,0.93,Yes
CACHE_101,What is the current price of Apple (AAPL) stock?,Volatile,,5_min,Finance,"As of the latest market data, Apple Inc. (AAPL) is trading at approximately $189.50 per share on the NASDAQ. The stock has a market capitalization of approximately $2.9 trillion, making it one of the largest companies in the world by market cap. Apple's stock price is influenced by iPhone sales cycles, services revenue growth, and broader macroeconomic conditions.",False,0.72,No
CACHE_102,What is the current federal funds rate set by the Federal Reserve?,Volatile,,5_min,Finance,"The Federal Reserve's current target for the federal funds rate is 5.25–5.50%, following a series of rate hikes in 2022–2023 to combat inflation. The Fed has signaled potential rate cuts in 2025 depending on inflation and labor market data. The federal funds rate is the interest rate at which banks lend to each other overnight and influences borrowing costs across the entire economy.",False,0.73,No
CACHE_103,What is the current Bitcoin price?,Volatile,,5_min,Finance,"Bitcoin (BTC) is currently trading at approximately $65,000 USD. Bitcoin's price is highly volatile and can change significantly within minutes based on market sentiment, macroeconomic conditions, regulatory news, and large institutional trades. Bitcoin's market cap is approximately $1.28 trillion, making it the largest cryptocurrency by a wide margin.",False,0.7,No
CACHE_104,What are the latest US CPI inflation figures?,Volatile,,5_min,Finance,"The latest US Consumer Price Index (CPI) report shows headline inflation at 3.2% year-over-year, with core CPI (excluding food and energy) at 3.8%. Shelter costs remain the largest contributor to inflation, while goods prices have moderated. The Federal Reserve continues to monitor these figures closely in making its interest rate decisions.",False,0.74,No
CACHE_105,What is the current EUR/USD exchange rate?,Volatile,,5_min,Finance,"The EUR/USD exchange rate is currently approximately 1.085, meaning one euro buys about 1.085 US dollars. The pair is influenced by interest rate differentials between the European Central Bank and the Federal Reserve, eurozone economic data, and geopolitical developments. The dollar has strengthened in recent months due to expectations of higher-for-longer US interest rates.",False,0.72,No
CACHE_106,What is the current S&P 500 index level?,Volatile,,5_min,Finance,"The S&P 500 index is currently trading at approximately 5,300 points. The index has posted strong gains year-to-date, driven by technology stocks and optimism about AI-related earnings growth. Investors are closely watching Federal Reserve policy, corporate earnings, and geopolitical risks for signals about the market's direction.",False,0.73,No
CACHE_107,What is the latest news on the US-China trade relationship?,Volatile,,5_min,Finance,Recent news indicates ongoing tensions between the US and China over trade and technology. The Biden administration maintained tariffs on Chinese goods inherited from the Trump era and introduced additional export controls on advanced semiconductors. China has threatened retaliatory measures and launched its own antitrust investigations into US tech companies operating in China.,False,0.71,No
CACHE_108,What is the current unemployment rate in the United States?,Volatile,,5_min,Finance,"The US unemployment rate is currently at approximately 3.9%, according to the latest Bureau of Labor Statistics report. The labor market remains relatively tight by historical standards, though there are signs of cooling as job openings have declined from their 2022 peaks. The Fed considers the labor market data alongside inflation when making monetary policy decisions.",False,0.74,No
CACHE_109,What are the latest quarterly earnings results for Microsoft?,Volatile,,5_min,Finance,"Microsoft's most recent quarterly earnings showed revenue of approximately $62 billion, a 17% year-over-year increase. Azure cloud revenue grew 29%, driven by AI workloads and Copilot adoption. Net income rose to $22 billion. The company raised its full-year guidance citing strong demand for AI-powered products and continued enterprise cloud adoption.",False,0.73,No
CACHE_110,What is the current price of gold per ounce?,Volatile,,5_min,Finance,"Gold is currently trading at approximately $2,350 per troy ounce, near all-time highs. The precious metal has been supported by central bank buying, geopolitical uncertainty, and expectations of Fed rate cuts. Gold is often viewed as a safe-haven asset during times of economic stress and inflation.",False,0.72,No
CACHE_111,What is the current 10-year US Treasury yield?,Volatile,,5_min,Finance,"The 10-year US Treasury yield is currently approximately 4.45%. Treasury yields move inversely to bond prices and serve as a benchmark for mortgage rates, corporate borrowing costs, and other long-term interest rates. The yield has remained elevated as the Fed has kept its policy rate high to combat inflation, though markets expect gradual cuts beginning in 2025.",False,0.74,No
CACHE_112,What is the latest on the Ukraine-Russia conflict?,Volatile,,5_min,Finance,"The conflict in Ukraine continues, with Russia maintaining pressure along the eastern front and Ukraine conducting drone strikes on Russian territory. International aid from the US and Europe remains ongoing, though there have been debates in the US Congress about additional funding packages. Diplomatic efforts have not produced a ceasefire, and the conflict has had sustained impacts on global energy markets and grain supplies.",False,0.72,No
CACHE_113,What is the current oil price (WTI crude)?,Volatile,,5_min,Finance,"WTI crude oil is currently trading at approximately $82 per barrel. Prices have been supported by OPEC+ production cuts and strong global demand, particularly from Asia. Geopolitical risks in the Middle East continue to introduce supply uncertainty. Energy markets are also watching the pace of the global transition to renewable energy, which is expected to affect long-term demand.",False,0.73,No
CACHE_114,What are the latest updates on AI regulation in the United States?,Volatile,,5_min,Finance,"The Biden administration's Executive Order on AI Safety (October 2023) requires developers of powerful AI systems to share safety test results with the government and directs agencies to develop AI standards. Congress has held multiple hearings on AI regulation but has not yet passed comprehensive AI legislation. Several states, including California, have introduced their own AI bills targeting discrimination, deepfakes, and high-risk applications.",False,0.73,No
CACHE_115,What are the latest COVID-19 variant developments?,Volatile,Medical,5_min,Medical/Finance,The latest dominant COVID-19 variant circulating globally is a descendant of the Omicron lineage. Health authorities continue to monitor for new variants with potential immune escape properties. Updated vaccines targeting recent variants have been authorized by the FDA and CDC recommends annual boosters for most adults. Hospitalizations remain well below pandemic peaks due to high population immunity levels.,False,0.72,Yes
CACHE_116,What is the latest news on the Federal Reserve's interest rate decisions?,Volatile,,5_min,Finance,"At its most recent meeting, the Federal Reserve held its benchmark interest rate steady at 5.25–5.50%, citing progress on inflation but noting the need for 'greater confidence' before cutting. Fed Chair Powell indicated the central bank is data-dependent and watching incoming employment and inflation reports. Markets are currently pricing in one to two 25-basis-point cuts before year end.",False,0.74,No
CACHE_117,What is the current market cap of Nvidia?,Volatile,,5_min,Finance,"Nvidia's market capitalization is approximately $2.2 trillion, reflecting the company's dominant position in AI chips and data center hardware. The stock has surged dramatically in recent years as demand for its H100 and Blackwell GPU chips has exploded from AI companies, cloud providers, and government entities building out AI infrastructure.",False,0.73,No
CACHE_118,What are the latest drug approvals by the FDA?,Volatile,Medical,5_min,Medical,"Recent FDA approvals include several new oncology drugs, updated mRNA-based vaccines, and novel treatments for metabolic diseases. The FDA has also been active in approving new GLP-1 receptor agonists for obesity treatment, including tirzepatide under the brand name Zepbound. Accelerated approval pathways have been used for several rare disease therapies based on surrogate endpoints.",False,0.73,Yes
CACHE_119,What is the current state of US housing market prices?,Volatile,,5_min,Finance,"The US housing market remains under pressure from elevated mortgage rates (approximately 7% for a 30-year fixed rate). Home prices have been resilient due to limited inventory, as homeowners with low locked-in rates are reluctant to sell. The median home price nationally is approximately $420,000. First-time buyers are facing significant affordability challenges in most major metro areas.",False,0.73,No
CACHE_120,What is the latest news on OpenAI's model releases?,Volatile,,5_min,Finance,"OpenAI recently released its latest GPT-4o model, which offers multimodal capabilities including real-time voice and vision interactions. The company has also announced its o1 series reasoning models, which use chain-of-thought reasoning before responding to improve performance on complex tasks. OpenAI continues to face competition from Anthropic's Claude, Google's Gemini, and open-source models like Meta's Llama.",False,0.73,No
CACHE_121,What is the current inflation rate in the Eurozone?,Volatile,,5_min,Finance,"Eurozone inflation is currently running at approximately 2.4% year-over-year, down sharply from its 2022 peak of over 10%. The European Central Bank has begun cutting rates from its peak of 4%. Core inflation (excluding energy and food) remains slightly above the ECB's 2% target, primarily driven by services sector prices.",False,0.74,No
CACHE_122,What is the latest news on Tesla's stock and business performance?,Volatile,,5_min,Finance,"Tesla's stock has been volatile, reflecting concerns about slowing EV demand, margin compression from price cuts, and increased competition from Chinese automakers like BYD. The company's most recent quarterly delivery numbers came in below analyst expectations, and gross margins have compressed. However, Elon Musk has pointed to the robotaxi business and AI as future growth catalysts.",False,0.72,No
CACHE_123,What are the latest changes to US immigration policy?,Volatile,Legal,5_min,Legal,"Recent US immigration policy developments include executive actions tightening asylum standards at the southern border, expanded use of Title 8 removal proceedings, and ongoing Congressional debates about border security funding. The Biden administration attempted to use executive authority to implement parole-in-place protections for certain undocumented immigrants with US citizen spouses, which faced legal challenges.",False,0.72,Yes
CACHE_124,What are the latest updates on clinical trials for Alzheimer's disease?,Volatile,Medical,5_min,Medical,"Several anti-amyloid antibody therapies for Alzheimer's disease have recently been approved or are in late-stage trials. Lecanemab (Leqembi) and donanemab have demonstrated slowing of cognitive decline in early Alzheimer's patients in large Phase 3 trials. However, these drugs carry risks of brain swelling and bleeding (ARIA). Research into tau-targeting therapies and neuroinflammation is also progressing rapidly.",False,0.73,Yes
CACHE_125,What is the latest on US fiscal deficit and debt ceiling negotiations?,Volatile,Legal,5_min,Finance/Legal,"The US national debt recently surpassed $34 trillion, and debates over the debt ceiling and annual budget deficits continue in Congress. Mandatory spending on Social Security, Medicare, and interest on the debt continues to grow as a share of the federal budget. Rating agencies have issued warnings about the long-term sustainability of US fiscal policy, with Fitch downgrading US debt from AAA in 2023.",False,0.73,Yes
CACHE_126,What is the current state of the commercial real estate market?,Volatile,,5_min,Finance,"Commercial real estate, particularly office space, is under significant stress due to elevated interest rates and the persistence of hybrid work models. Office vacancy rates in major cities like San Francisco and New York have reached record highs. Regional and community banks with large commercial real estate loan exposures are closely watched by regulators for signs of credit stress.",False,0.73,No
CACHE_127,What is the latest news on Meta's AI developments?,Volatile,,5_min,Finance,"Meta has been aggressively investing in AI across its platforms and research. The company has released multiple versions of its Llama open-source large language models, with Llama 3 being a particularly competitive release. Meta AI is integrated into Facebook, Instagram, and WhatsApp. The company continues to invest in its AI research division FAIR and is building large-scale GPU clusters for AI training.",False,0.73,No
CACHE_128,What is the current US GDP growth rate?,Volatile,,5_min,Finance,"The US economy grew at an annualized rate of approximately 3.0% in the most recent quarter, according to the Bureau of Economic Analysis. Growth has been supported by resilient consumer spending, strong government expenditures, and business investment in technology. However, economists warn of slowing momentum as the lagged effects of rate hikes continue to work through the economy.",False,0.74,No
CACHE_129,What are the latest developments in the Middle East conflict?,Volatile,,5_min,Finance,"The conflict in Gaza between Israel and Hamas continues, with Israeli military operations ongoing. International diplomatic efforts for a ceasefire have involved the US, Egypt, and Qatar as mediators. The conflict has raised concerns about regional escalation involving Hezbollah in Lebanon and Iranian proxy groups. Humanitarian conditions in Gaza have drawn widespread international condemnation.",False,0.71,No
CACHE_130,What is the latest news on Google's antitrust cases?,Volatile,Legal,5_min,Legal/Finance,"Google is facing multiple significant antitrust cases. In August 2024, a US federal judge ruled that Google illegally maintained a monopoly in online search by paying billions to secure default search engine status on devices. A separate antitrust trial regarding Google's dominance in online advertising technology is also proceeding. These cases could lead to structural remedies, potentially including divestitures.",False,0.73,Yes
CACHE_131,What are the latest updates on the avian flu outbreak?,Volatile,Medical,5_min,Medical,"H5N1 avian influenza has been spreading in dairy cattle herds across multiple US states, with sporadic human infections reported in farmworkers. Health authorities are monitoring the situation closely for any signs of sustained human-to-human transmission. The FDA has detected H5N1 fragments in some commercial milk samples, though pasteurization is reported to inactivate the virus. Several vaccine candidates are in development.",False,0.73,Yes
CACHE_132,What is the current price of Amazon (AMZN) stock?,Volatile,,5_min,Finance,"Amazon (AMZN) is listed on NASDAQ. As of late 2024, it was trading in the $190–$210 range. As of April 2026, please check a live financial source for the current price.",False,0.72,No
CACHE_133,What are the latest quarterly earnings for Google (Alphabet)?,Volatile,,5_min,Finance,"Alphabet's most recent quarter showed strong revenue growth driven by Search and Cloud. For the latest figures, check Alphabet's investor relations page — earnings change every quarter.",False,0.73,No
CACHE_134,What is the current Dow Jones Industrial Average?,Volatile,,5_min,Finance,"The DJIA level changes every trading day. In late 2024 it was approximately 39,000–42,000. As of April 2026, check a live market feed for the current index level.",False,0.72,No
CACHE_135,What is the latest news on US-EU trade relations?,Volatile,Legal,5_min,Legal/Finance,"US-EU trade relations continue to evolve. In 2024, key issues included steel/aluminum tariffs, digital services taxes, and EV subsidies under the Inflation Reduction Act. For April 2026 developments, please check current news sources.",False,0.71,Yes
CACHE_136,What are the latest developments in the Russia-Ukraine war?,Volatile,,5_min,Finance,"The Russia-Ukraine conflict was ongoing as of early 2025. As of April 2026, the situation may have changed significantly. Please consult current news sources for the latest developments.",False,0.71,No
CACHE_137,What is the latest news on AI chip export controls?,Volatile,Legal,5_min,Legal/Finance,"The US government continued to expand export controls on advanced AI chips (particularly Nvidia H100/H200 and AMD MI300 series) to restrict China's access to advanced computing. As of April 2026, further restrictions may have been added. Check BIS announcements for current rules.",False,0.73,Yes
CACHE_138,What is the current price of Ethereum (ETH)?,Volatile,,5_min,Finance,"Ethereum (ETH) price is highly volatile. In late 2024 it was approximately $3,000–$4,000. As of April 2026, check a live cryptocurrency exchange for the current price.",False,0.71,No
CACHE_139,What are the latest FDA warnings or drug recalls?,Volatile,Medical,5_min,Medical,"FDA drug safety communications and recalls are issued frequently. As of April 2026, check the FDA's MedWatch safety alerts database for the most current warnings and recalls.",False,0.73,Yes
CACHE_140,What is the current status of the US banking sector?,Volatile,Legal,5_min,Legal/Finance,"The US banking sector was under stress in 2023 following SVB and Signature Bank failures, but stabilized by 2024. As of April 2026, check the FDIC or Federal Reserve for current sector health data and recent bank failures.",False,0.72,Yes
CACHE_141,What is the latest news on quantum computing breakthroughs?,Volatile,,5_min,Tech,"Quantum computing continued to advance rapidly in 2024 with milestones from Google, IBM, and Microsoft on error correction. As of April 2026, new breakthroughs may have occurred. Check Nature, Science, or company announcements for the latest.",False,0.72,No
CACHE_142,What are the latest changes to immigration visa policies?,Volatile,Legal,5_min,Legal,"US immigration visa policies change frequently via regulation, court orders, and executive action. As of April 2026, check USCIS.gov for the current status of H-1B, student, and other visa categories.",False,0.71,Yes
CACHE_143,"What is the current market share of cloud providers (AWS, Azure, GCP)?",Volatile,,5_min,Tech,"As of late 2024, AWS held approximately 31%, Azure ~25%, and GCP ~11% of global cloud market share. As of April 2026, these figures may have shifted. Check Synergy Research or Gartner for current data.",False,0.73,No
CACHE_144,What are the latest updates to the Paris Climate Agreement commitments?,Volatile,Legal,5_min,Legal,"Countries submit updated nationally determined contributions (NDCs) periodically under the Paris Agreement. As of April 2026, multiple countries may have filed new or revised pledges for the 2025 NDC cycle. Check UNFCCC for current commitments.",False,0.72,Yes
CACHE_145,What is the latest on the global semiconductor shortage?,Volatile,,5_min,Finance,"The semiconductor supply chain disruptions of 2021–2022 had largely normalized by 2024. However, geopolitical tensions around Taiwan and new export controls continue to affect the industry. As of April 2026, check industry sources for current supply conditions.",False,0.72,No
CACHE_146,What are the latest developments in nuclear fusion energy?,Volatile,,5_min,Tech,"The US National Ignition Facility achieved fusion ignition in December 2022, and private fusion companies continued rapid progress in 2024. As of April 2026, significant new milestones may have been reached. Check news sources and company announcements for the latest.",False,0.73,No
CACHE_147,What is the current status of the US CHIPS Act semiconductor funding?,Volatile,Legal,5_min,Legal/Finance,"The CHIPS and Science Act (2022) allocated $52.7B for domestic semiconductor manufacturing. As of 2024, awards to companies like TSMC, Intel, and Samsung were in progress. As of April 2026, further awards and construction milestones may have occurred. Check Commerce Department for current status.",False,0.73,Yes
CACHE_148,What are the latest COVID-19 booster recommendations?,Volatile,Medical,5_min,Medical,"COVID-19 booster recommendations are updated seasonally by the CDC and FDA. As of April 2026, recommendations may differ from 2024 guidance. Check CDC.gov for the current vaccination schedule.",False,0.73,Yes
CACHE_149,What is the current state of US-China semiconductor rivalry?,Volatile,Legal,5_min,Legal/Finance,"The US-China technology competition continues, with the US restricting exports of advanced chips and manufacturing equipment to China. China is investing heavily in domestic chip production. As of April 2026, the situation may have escalated or evolved. Check current news for latest developments.",False,0.72,Yes
CACHE_150,What is the latest news on Amazon AWS product launches?,Volatile,,5_min,Tech,"AWS releases new services and features continuously. As of April 2026, multiple new services have likely launched since the 2024 cache entry. Check AWS's What's New page for the latest announcements.",False,0.73,No
